Symbol,Name,Open,High,Low,Last,Change_per,Volume,Turnover,Date,1D_return_per,3D_return_per,5D_return_per,10D_return_per,1M_return_per,2M_return_per,3M_return_per,6M_return_per,YTD_return_per,52W_Change_Per,1Y High,Liquidity_Tier,52W_Performance,Short_Term_Return,Short_Term_Segment,Long_Term_Return,Long_Term_Segment,Volume_Log,Turnover_Log,Price_Tier,Total_Return_Performance_Trend,cluster,cluster_label
ABLS.US,ABACUS FCF SMALL CAP LEADERS,21.875,22.04,21.875,22.04,1.23,1320.0,22900.0,Jun 18,1.23,0.86,3.21,4.57,7.32,11.3,21.3,11.0,-5.11,-5.54,23.59,Very Less Liquid,Neutral,3.438,Moderate Growth,6.590000000000001,Stable,7.186144304522325,10.038935856711175,Mid-Priced,Strong Positive Trend,0,Dormant Small-Cap Stocks
ABLT.US,AMERICAN BILTRITE,71.08,71.08,71.08,71.08,0.0,100.0,7108.0,Jun 18,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.11,71.54,Very Less Liquid,Neutral,0.0,Stable,0.11,Stable,4.61512051684126,8.869116865929483,High-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
ABLV.US,ABLE VIEW GLOBAL INC,1.08,1.14,1.08,1.12,1.82,66100.0,71500.0,Jun 18,1.82,0.9,1.82,3.23,9.8,43.6,73.6,34.9,65.8,4.67,1.77,Moderate,Neutral,3.514,Moderate Growth,44.514,Moderate Growth,11.098939154318382,11.177466714598282,Low-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
ABLZF.US,ABB,108.5,108.84,107.93,108.84,0.78,117000.0,12697717.5,Jun 18,0.78,3.55,7.71,3.68,6.54,11.0,24.4,31.5,31.5,31.48,110.8,Moderate,Outperformer,4.452,Moderate Growth,25.976,Moderate Growth,11.669937760751914,16.356932889621312,High-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
ABM.US,ABM INDUSTRIES INC,43.53,44.3,43.01,44.15,1.54,1030000.0,32800000.0,Jun 18,1.54,0.34,-4.35,10.7,9.91,9.44,17.9,1.56,4.37,0.32,50.12,Highly Liquid,Neutral,3.628,Moderate Growth,6.717999999999999,Stable,13.845070331079134,17.305939103842178,Mid-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
ABMBF.US,ABCOURT MINES,0.05,0.06,0.05,0.06,9.09,64300.0,3536.5,Jun 18,9.09,0.0,0.0,0.0,0.0,-15.49,-17.81,-25.0,-25.0,-25.0,0.09,Moderate,Underperformer,1.818,Stable,-21.66,Moderate Decline,11.071330462204312,8.171175541951493,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ABMRF.US,ABN AMRO BANK DEPOSITARY RECEIPT,41.894,41.894,41.894,41.894,0.0,13500.0,565569.0,Jun 18,0.0,0.0,4.08,4.08,22.0,22.0,38.3,20.6,20.6,20.56,41.894,Less Liquid,Outperformer,6.032,Moderate Growth,24.412,Moderate Growth,9.510519035757246,13.245589351139389,Mid-Priced,Moderate Positive Trend,4,Active Mid-Cap Stocks
ABMT.US,ADVANCED BIOMEDICAL TECHNOLOGIES,0.0005,0.0005,0.0005,0.0005,0.0,29700.0,14.85,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0005,Less Liquid,Outperformer,0.0,Stable,15.0,Moderate Growth,10.298935994257638,2.763169500323289,Penny Stock,Moderate Negative Trend,0,Dormant Small-Cap Stocks
ABNAF.US,ABEN GOLD,0.1272,0.1272,0.1272,0.1272,0.0,5000.0,636.0,Jun 18,0.0,0.0,8.72,-2.15,-7.15,-2.08,-11.85,-18.75,-18.75,-18.75,0.1621,Very Less Liquid,Underperformer,-0.116,Stable,-14.036,Moderate Decline,8.517393171418904,6.456769655572163,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ABNB.US,AIRBNB INC,141.39,143.62,140.14,142.41,1.33,7410000.0,264000000.0,Jun 18,1.33,2.48,8.82,6.5,6.04,-0.82,8.6,6.28,4.93,7.75,147.25,Highly Liquid,Neutral,5.034000000000001,Moderate Growth,5.348,Stable,15.818341132225028,19.39145966489847,High-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
ABOIF.US,ABOITIZ EQUITY VENTURES,0.4888,0.4888,0.4888,0.4888,0.0,2500.0,1222.0,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,2.41,2.41,2.41,0.5219,Very Less Liquid,Neutral,0.0,Stable,0.246,Stable,7.824445930877619,7.109062135687172,Penny Stock,Moderate Negative Trend,0,Dormant Small-Cap Stocks
ABOS.US,ACUMEN PHARMACEUTICALS INC,2.32,2.38,2.24,2.26,0.44,697000.0,434000.0,Jun 18,0.44,-3.42,-4.64,-1.31,3.67,-20.42,-22.6,6.6,7.11,85.25,3.6,Liquid,Outperformer,-1.052,Stable,11.188,Moderate Growth,13.45454212446186,12.980802117227352,Low-Priced,Mixed Trend,4,Active Mid-Cap Stocks
ABPR.US,AIRBORNE SECURITY PROTECTION SERVICES,0.0001,0.0001,0.0001,0.0001,0.0,130.0,0.013,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,Very Less Liquid,Neutral,0.0,Stable,0.0,Stable,4.875197323201151,0.0129162252665463,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ABR.US,ARBOR REALTY TRUST INC,5.11,5.245,5.09,5.2,1.96,5130000.0,22900000.0,Jun 18,1.96,0.78,0.78,-6.47,-13.91,-36.04,-32.56,-35.48,-32.99,-49.17,12.575,Highly Liquid,Underperformer,-3.372,Moderate Decline,-37.248000000000005,Strong Decline,15.450616412078707,16.94664751219259,Mid-Priced,Moderate Negative Trend,4,Active Mid-Cap Stocks
ABR_D.US,ARBOR REALTY TRUST,16.24,16.28,16.21,16.2525,0.26,8140.000000000001,98100.0,Jun 18,0.26,1.32,0.45,-0.72,-2.62,-3.55,-7.02,-5.89,-4.68,-7.29,18.94,Very Less Liquid,Neutral,-0.2619999999999999,Stable,-5.686,Stable,9.004668301573977,11.493752839181418,Mid-Priced,Moderate Negative Trend,0,Dormant Small-Cap Stocks
ABR_E.US,ARBOR REALTY TRUST,16.02,16.05,15.99,16.025,0.16,4550.0,65099.99999999999,Jun 18,0.16,0.47,0.6,0.34,-3.64,-5.12,-6.78,-5.79,-5.07,-6.64,19.0,Very Less Liquid,Neutral,-0.414,Stable,-5.880000000000001,Stable,8.423102268016642,11.083695189061784,Mid-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
ABR_F.US,ARBOR REALTY TRUST,22.76,22.855,22.76,22.855,0.33,2880.0,52900.0,Jun 18,0.33,0.33,0.07,0.33,-1.44,0.82,3.6,3.09,5.03,11.92,23.6,Very Less Liquid,Neutral,-0.0759999999999999,Stable,4.892,Stable,7.965892735084528,10.876177521259402,Mid-Priced,Strong Positive Trend,0,Dormant Small-Cap Stocks
ABSI.US,ABSCI CORP,7.46,7.55,7.11,7.41,3.2,8440000.0,40800000.0,Jun 18,3.2,1.93,13.8,0.95,49.8,87.6,159.0,117.0,112.0,169.45,8.17,Highly Liquid,High Flyer,13.935999999999998,Strong Growth,129.01,Strong Growth,15.948492985055545,17.524192663884193,Mid-Priced,Strong Positive Trend,3,High Momentum Growth Stocks
ABSSF.US,AIRBOSS OF AMERICA,4.95,4.95,4.95,4.95,-1.39,100.0,501.0,Jun 18,-1.39,-1.79,1.64,-6.25,-6.43,-3.88,3.77,5.32,5.32,5.32,7.13,Very Less Liquid,Neutral,-2.844,Moderate Decline,3.1700000000000004,Stable,4.61512051684126,6.218600119691729,Low-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
ABT.US,ABBOTT LABORATORIES,88.64,89.44,87.76,88.41,-0.1,42000000.0,2490000000.0,Jun 18,-0.1,-0.29,-1.38,-2.61,0.57,-7.91,-18.51,-29.34,-29.44,-33.23,139.06,Highly Liquid,Underperformer,-0.762,Stable,-23.686,Moderate Decline,17.553180200057167,21.635548547824637,High-Priced,Strong Negative Trend,4,Active Mid-Cap Stocks
ABTC.US,AMERICAN BITCOIN CORP,0.8502,0.86,0.815,0.8504,0.9,37300000.0,8160000.0,Jun 18,0.9,-0.37,2.03,-6.92,-17.44,-32.51,-17.44,-46.52,-49.98,-80.06,14.52,Highly Liquid,Crashed,-4.36,Moderate Decline,-45.302,Strong Decline,17.434503911423697,15.914754849489302,Penny Stock,Moderate Negative Trend,4,Active Mid-Cap Stocks
ABTS.US,ABITS GROUP INC,1.12,1.12,1.0516,1.1,-1.79,81900.0,74900.0,Jun 18,-1.79,-17.29,-16.67,-49.54,21.1,-24.66,-57.77,-79.63,-78.64,-71.13,10.8554,Moderate,Crashed,-12.838,Strong Decline,-62.366,Strong Decline,11.313266479778829,11.223922520551032,Low-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
ABTZY.US,ABOITIZ EQUITY VENTURES ADR,4.59,4.59,4.59,4.59,0.0,300.0,1377.0,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,-9.47,-9.47,-9.47,-9.47,5.07,Very Less Liquid,Neutral,0.0,Stable,-7.576,Stable,5.707110264748875,7.228388451573604,Low-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
ABUF.US,APTUS LADDERED BUFFER ETF,26.96,26.9957,26.93,26.9957,0.5,4720.0,127000.0,Jun 18,0.5,-0.07,0.86,0.04,0.91,3.27,7.45,7.45,7.45,7.45,27.04,Very Less Liquid,Neutral,0.448,Stable,6.614,Stable,8.459775920546287,11.751950239425476,Mid-Priced,Strong Positive Trend,0,Dormant Small-Cap Stocks
ABUS.US,ARBUTUS BIOPHARMA CORP,4.49,4.65,4.46,4.55,2.71,5050000.0,16000000.0,Jun 18,2.71,5.32,6.06,4.6,9.11,-1.09,7.06,0.22,-5.41,31.12,5.1,Highly Liquid,Outperformer,5.56,Moderate Growth,6.38,Stable,15.434898999271326,16.588099342704055,Low-Priced,Moderate Positive Trend,4,Active Mid-Cap Stocks
ABVC.US,ABVC BIOPHARMA INC,1.38,1.41,1.302,1.35,-0.74,77000.0,55700.0,Jun 18,-0.74,7.14,3.05,-6.25,26.2,3.85,10.7,-33.82,-36.62,-30.41,5.48,Moderate,Underperformer,5.88,Moderate Growth,-17.259999999999998,Moderate Decline,11.251573687764475,10.92775337907558,Low-Priced,Mixed Trend,4,Active Mid-Cap Stocks
ABVEF.US,ABOVE FOOD INGREDIENTS INC,0.051,0.11,0.051,0.061,-44.55,203000.0,13854.750000000002,Jun 18,-44.55,-32.22,-27.38,-39.0,-87.05,-91.41,-94.35,-96.11,-96.26,-95.23,6.56,Moderate,Crashed,-46.04,Strong Decline,-94.672,Strong Decline,12.220966184120163,9.536455587914272,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ABVN.US,ABV CONSULTING,1.0,1.0,1.0,1.0,0.0,100.0,100.0,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,890.0,400.0,400.0,400.0,1.1,Very Less Liquid,High Flyer,0.0,Stable,418.0,Strong Growth,4.61512051684126,4.61512051684126,Penny Stock,Moderate Negative Trend,3,High Momentum Growth Stocks
ABVX.US,ABIVAX SA,100.55,101.49,97.83,99.15,-1.0,1700000.0,128000000.0,Jun 18,-1.0,0.91,-1.71,-5.51,-12.68,-13.77,-20.03,-12.73,-26.48,1538.84,148.83,Highly Liquid,High Flyer,-3.998,Moderate Decline,293.166,Strong Growth,14.346139397261563,18.667540829696392,High-Priced,Strong Negative Trend,4,Active Mid-Cap Stocks
ABX.US,ABACUS GLOBAL MANAGEMENT INC,9.69,9.72,9.14,9.25,-4.24,865000.0,6110000.0,Jun 18,-4.24,-4.15,-1.6,4.28,-1.39,-4.05,-2.01,5.59,8.19,67.86,10.535,Liquid,Outperformer,-1.42,Stable,15.116,Moderate Growth,13.670485941982712,15.625437494813886,Mid-Priced,Moderate Negative Trend,4,Active Mid-Cap Stocks
ABXL.US,ABACUS GLOBAL MANAGEMENT INC.,25.58,25.58,25.42,25.45,-0.39,5970.0,129000.0,Jun 18,-0.39,-0.51,-0.47,-0.18,-0.59,-1.17,-0.27,0.12,-0.2,2.21,26.35,Very Less Liquid,Neutral,-0.428,Stable,0.138,Stable,8.694669696546992,11.767575435251748,Mid-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
ABXXF.US,ABAXX TECHNOLOGIES,25.55,27.63,23.5,24.41,-4.46,132000.0,3270000.0,Jun 18,-4.46,-18.28,-22.61,-32.68,-41.32,-33.36,-12.35,-14.32,-14.32,-14.32,52.5,Moderate,Neutral,-23.87,Strong Decline,-17.733999999999998,Moderate Decline,11.790564777297387,15.000300848683787,Mid-Priced,Strong Negative Trend,4,Active Mid-Cap Stocks
ABZPF.US,ABOITIZ POWER,0.64,0.64,0.64,0.64,0.0,1000.0,640.0,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,10.4,10.4,10.4,10.42,0.8,Very Less Liquid,Neutral,0.0,Stable,8.324000000000002,Stable,6.90875477931522,6.46302945692067,Penny Stock,Moderate Negative Trend,0,Dormant Small-Cap Stocks
ABZPY.US,ABOITIZ POWER ADR,14.4,14.4,14.4,14.4,0.0,2.0,28.8,Jun 18,0.0,-7.41,-7.41,-7.41,11.2,11.2,11.2,11.2,11.2,11.2,15.552,Very Less Liquid,Neutral,-2.2060000000000004,Moderate Decline,11.2,Moderate Growth,1.0986122886681098,3.3945083935113587,Mid-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
ACA.US,ARCOSA INC,135.63,137.76,134.0901,135.84,2.04,687000.0,58600000.0,Jun 18,2.04,5.76,7.0,9.51,11.2,18.7,30.8,23.9,27.8,56.14,137.76,Liquid,Outperformer,7.102000000000001,Moderate Growth,31.468,Moderate Growth,13.440091026807504,17.886245271612086,High-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
ACAAW.US,AVERIN CAPITAL ACQUISITION CORP,0.59,0.59,0.55,0.55,0.64,3040.0,1670.0,Jun 18,0.64,0.0,-0.9,-2.84,12.2,25.0,22.2,22.2,22.2,22.22,0.6,Very Less Liquid,Outperformer,1.82,Stable,22.764000000000003,Moderate Growth,8.019941687677365,7.421177528595393,Penny Stock,Moderate Positive Trend,0,Dormant Small-Cap Stocks
ACAD.US,ACADIA PHARMACEUTICALS INC,21.73,21.9,21.2,21.62,0.09,3230000.0,22400000.0,Jun 18,0.09,1.67,1.08,-0.46,4.49,-2.13,6.4,-18.72,-19.06,-5.8,28.35,Highly Liquid,Neutral,1.374,Stable,-7.861999999999999,Stable,14.987993004796314,16.924571561468124,Mid-Priced,Mixed Trend,4,Active Mid-Cap Stocks
ACAGF.US,ARCANDOR,0.005,0.005,0.005,0.005,0.0,417.0,2.085,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,Very Less Liquid,Neutral,0.0,Stable,0.0,Stable,6.035481432524756,1.126551657357351,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ACAI.US,SAFEPLUS INT HOLDINGS,0.0,0.0,0.0,0.0,0.0,903.0,0.0,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,-85.0,-85.0,-85.0,0.0008,Very Less Liquid,Crashed,0.0,Stable,-69.0,Strong Decline,6.806829360392176,0.0,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ACAN.US,AMERICANN,0.0001,0.0001,0.0001,0.0001,0.0,16000.0,1.6,Jun 18,0.0,0.0,0.0,-50.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.001,Less Liquid,Neutral,-20.0,Strong Decline,0.0,Stable,9.680406499268877,0.9555114450274363,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ACASF.US,ACAST AB,4.2,4.2,4.2,4.2,0.0,935.0,3927.0,Jun 18,0.0,0.0,12.0,12.0,25.4,29.2,56.7,56.7,56.7,56.72,4.2,Very Less Liquid,Outperformer,9.88,Moderate Growth,51.20399999999999,Strong Growth,6.841615476477592,8.275885669474356,Low-Priced,Moderate Positive Trend,0,Dormant Small-Cap Stocks
ACAZF.US,ACADIAN TIMBER,12.68,12.68,12.65,12.65,0.08,1700.0,21530.5,Jun 18,0.08,1.36,1.85,0.88,-0.32,1.36,3.43,0.72,0.72,0.72,12.95,Very Less Liquid,Neutral,0.77,Stable,1.39,Stable,7.438971592395862,9.97727225815914,Mid-Priced,Strong Positive Trend,0,Dormant Small-Cap Stocks
ACB.US,AURORA CANNABIS INC,2.97,2.9791,2.905,2.93,0.34,1610000.0,4290000.0,Jun 18,0.34,-0.68,-4.87,-16.52,-10.67,-21.24,-15.32,-45.54,-30.57,-37.39,6.665,Highly Liquid,Underperformer,-6.48,Moderate Decline,-30.012,Strong Decline,14.291745358078463,15.271797524004404,Low-Priced,Strong Negative Trend,4,Active Mid-Cap Stocks
ACBD.US,ANNABIDIOL,0.84,0.84,0.84,0.84,0.0,1.0,0.84,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.94,-0.94,-0.94,0.85,Very Less Liquid,Neutral,0.0,Stable,-0.564,Stable,0.6931471805599453,0.6097655716208943,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ACBM.US,ACRO BIOMEDICAL,0.026,0.026,0.026,0.026,0.0,66.0,1.716,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,Very Less Liquid,Neutral,0.0,Stable,0.0,Stable,4.204692619390966,0.9991602096964496,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ACCFF.US,ACCORD FINANCIAL,0.6069,0.6069,0.6069,0.6069,0.0,2000.0,1213.8,Jun 18,0.0,0.0,0.0,0.0,-43.18,-40.5,-52.21,-48.57,-48.57,-48.57,1.27,Very Less Liquid,Underperformer,-8.636,Moderate Decline,-47.684,Strong Decline,7.601402334583733,7.102334733171594,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ACCL.US,ACCO GROUP HOLDINGS LTD,1.71,1.71,1.6,1.66,-2.92,27400.0,25300.0,Jun 18,-2.92,7.1,-8.29,26.7,18.6,11.4,17.7,-47.47,-38.75,-59.01,5.0,Less Liquid,Crashed,8.238,Moderate Growth,-23.226,Moderate Decline,10.21833478806055,10.138599199626192,Low-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
ACCMF.US,AAC CLYDE SPACE AB,14.75,14.75,14.75,14.75,0.0,100.0,1475.0,Jun 18,0.0,0.0,0.0,-5.14,5.36,16.1,21.9,31.0,31.0,30.99,19.15,Very Less Liquid,Outperformer,0.0440000000000001,Stable,26.198,Moderate Growth,4.61512051684126,7.297091005160418,Mid-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
ACCO.US,ACCO BRANDS CORP,3.87,3.94,3.805,3.9,1.3,1990000.0,4980000.0,Jun 18,1.3,-0.76,-1.52,0.78,2.09,17.5,27.5,1.56,4.56,15.04,4.3,Highly Liquid,Neutral,0.378,Stable,13.232,Moderate Growth,14.503645699213113,15.42094064980403,Low-Priced,Moderate Positive Trend,4,Active Mid-Cap Stocks
ACCR.US,ACCESS POWER,0.0016,0.0016,0.0016,0.0016,0.0,950.0,1.52,Jun 18,0.0,0.0,0.0,6.67,-20.0,6.67,6.67,-7.51,-7.51,-7.51,0.0024,Very Less Liquid,Neutral,-2.666,Moderate Decline,-1.838,Stable,6.85751406254539,0.924258901523332,Penny Stock,Moderate Negative Trend,0,Dormant Small-Cap Stocks
ACCS.US,ACCESS NEWSWIRE INC,6.2,6.36,5.8,5.8,-6.45,79900.0,141000.0,Jun 18,-6.45,-3.49,-9.52,-7.79,-12.91,-30.95,-16.06,-32.95,-37.63,-50.0,13.1,Moderate,Crashed,-8.032,Moderate Decline,-33.518,Strong Decline,11.2885436473206,11.856522261533735,Mid-Priced,Strong Negative Trend,4,Active Mid-Cap Stocks
ACDC.US,PROFRAC HOLDING CORP,6.42,6.43,5.76,6.07,-5.16,2160000.0,7930000.0,Jun 18,-5.16,-13.29,-14.14,-24.69,-22.28,0.5,-8.03,56.0,56.0,-36.9,9.776,Highly Liquid,Underperformer,-15.912,Strong Decline,13.514,Moderate Growth,14.585619242623205,15.886163719714428,Mid-Priced,Moderate Negative Trend,4,Active Mid-Cap Stocks
ACDSF.US,CAPITALAND ASCENDAS REIT,1.8,1.8,1.8,1.8,0.0,100.0,180.0,Jun 18,0.0,-10.0,-10.0,-10.0,-6.74,-10.89,-5.26,-6.74,-6.74,-6.74,2.1,Very Less Liquid,Neutral,-7.348000000000001,Moderate Decline,-7.274000000000001,Stable,4.61512051684126,5.198497031265826,Low-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
ACDVF.US,AIR CANADA,16.3,17.1,16.3,17.1,5.3,130000.0,2190000.0,Jun 18,5.3,7.82,13.6,11.4,24.1,23.7,33.7,31.3,31.3,31.34,17.1,Moderate,Outperformer,12.444,Strong Growth,30.268,Moderate Growth,11.775297421715829,14.599412558413585,Mid-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
ACDXF.US,AMERICAN COPPER DEVELOPMENT,0.30555,0.30555,0.30555,0.30555,0.0,11000.0,3361.05,Jun 18,0.0,-3.31,-3.31,-5.98,11.9,14.3,3.75,-18.09,-18.09,-18.09,0.37305,Less Liquid,Underperformer,-0.1400000000000002,Stable,-7.244,Stable,9.305741456739437,8.120306185957913,Penny Stock,Moderate Negative Trend,0,Dormant Small-Cap Stocks
ACEHF.US,ASPIRASI HIDUP INDONESIA TBK,0.0314,0.0314,0.0314,0.0314,0.0,315.0,9.891,Jun 18,0.0,0.0,0.0,0.0,0.0,-0.95,-0.95,-0.95,-0.95,-0.95,0.0317,Very Less Liquid,Neutral,0.0,Stable,-0.95,Stable,5.755742213586912,2.3879367600935493,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ACEI.US,INNOVATOR ETFS TRUST,23.73,23.925,23.73,23.83,0.17,10600.0,220000.0,Jun 18,0.17,-0.96,0.38,-3.44,-2.48,-3.68,-0.52,-2.75,-3.28,-4.53,27.32,Less Liquid,Neutral,-1.266,Stable,-2.9520000000000004,Stable,9.268703615273097,12.301387370778713,Mid-Priced,Moderate Negative Trend,0,Dormant Small-Cap Stocks
ACEL.US,ACCEL ENTERTAINMENT INC,12.79,13.095,12.79,12.96,1.65,410000.0,3840000.0,Jun 18,1.65,-1.29,-3.36,7.37,9.83,9.74,20.2,17.0,13.6,15.0,14.0,Liquid,Neutral,2.84,Moderate Growth,15.108,Moderate Growth,12.923914877701906,15.160983184980545,Mid-Priced,Moderate Positive Trend,4,Active Mid-Cap Stocks
ACEP.US,ARS CORE EQUITY PORTFOLIO ETF,20.19,20.19,20.05,20.0516,-0.63,3590.0,68000.0,Jun 18,-0.63,-1.21,1.21,-0.95,3.17,6.45,15.9,23.7,23.0,32.56,20.57,Very Less Liquid,Outperformer,0.318,Stable,20.322,Moderate Growth,8.186185994226083,11.127277689932466,Mid-Priced,Moderate Positive Trend,0,Dormant Small-Cap Stocks
ACET.US,ADICET BIO INC,8.02,8.15,8.02,8.1,0.0,36400.0,135000.0,Jun 18,0.0,-0.12,7.28,-0.61,8.0,-6.57,16.9,7.71,-3.8,-24.33,17.4384,Less Liquid,Underperformer,2.91,Moderate Growth,-2.018,Stable,10.50235152577494,11.81303746480054,Mid-Priced,Mixed Trend,4,Active Mid-Cap Stocks
ACFN.US,ACORN ENERGY INC,17.15,17.15,16.1121,16.3,-5.01,7310.0,27500.0,Jun 18,-5.01,3.36,0.68,-2.4,-1.27,-11.27,-12.6,9.4,7.95,-9.49,32.9999,Very Less Liquid,Neutral,-0.928,Stable,-3.2019999999999995,Stable,8.897135342293316,10.221977646629885,Mid-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
ACGAF.US,ACG METALS,22.0,22.0,22.0,22.0,0.0,100.0,2200.0,Jun 18,0.0,0.0,0.0,-9.17,-2.7,-2.7,10.0,28.4,28.4,28.35,24.9,Very Less Liquid,Outperformer,-2.374,Moderate Decline,18.49,Moderate Growth,4.61512051684126,7.696667081526462,Mid-Priced,Moderate Negative Trend,0,Dormant Small-Cap Stocks
ACGBF.US,AGRICULTURAL BANK OF CHINA,0.74,0.74,0.74,0.74,0.0,1000.0,740.0,Jun 18,0.0,0.0,0.0,0.0,0.0,-1.33,-1.33,-1.33,-1.33,-1.33,0.81,Very Less Liquid,Neutral,0.0,Stable,-1.33,Stable,6.90875477931522,6.608000625296087,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ACGC.US,ACP HOLDINGS ACQUISITION CORP,9.92,9.95,9.92,9.935,-0.05,2950.0,20800.0,Jun 18,-0.05,-0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,10.89,Very Less Liquid,Neutral,0.01,Stable,0.05,Stable,7.989899374942939,9.942756341456828,Mid-Priced,Moderate Positive Trend,0,Dormant Small-Cap Stocks
ACGCW.US,ACP HOLDINGS ACQUISITION CORP,0.33,0.33,0.3199,0.32,-3.03,600.0,194.0,Jun 18,-3.03,1.59,0.03,14.3,6.67,6.67,6.67,6.67,6.67,6.67,0.33,Very Less Liquid,Neutral,3.912,Moderate Growth,6.67,Stable,6.398594934535208,5.272999558563747,Penny Stock,Strong Positive Trend,0,Dormant Small-Cap Stocks
ACGL.US,ARCH CAPITAL GROUP LTD,92.66,92.74,90.91,91.18,-1.29,5560000.0,294000000.0,Jun 18,-1.29,-0.35,0.05,3.21,-4.89,-6.47,-1.82,-5.46,-4.94,0.97,103.39,Highly Liquid,Neutral,-0.6539999999999999,Stable,-3.5440000000000005,Stable,15.531108846082864,19.49909032870432,High-Priced,Moderate Negative Trend,4,Active Mid-Cap Stocks
ACGLN.US,ARCH CAPITAL GROUP LTD,16.12,16.22,16.03,16.04,0.06,22900.0,308000.0,Jun 18,0.06,-1.05,-1.72,-2.43,-3.66,-7.15,-5.26,-5.26,-3.95,-3.37,18.34,Less Liquid,Neutral,-1.7600000000000002,Stable,-4.998,Stable,10.038935856711175,12.637858308703688,Mid-Priced,Strong Negative Trend,4,Active Mid-Cap Stocks
ACGLO.US,ARCH CAPITAL GROUP LTD,19.12,19.208,19.0401,19.16,0.31,17900.0,259000.0,Jun 18,0.31,-0.26,-1.39,-2.15,-4.94,-6.76,-4.82,-6.4,-5.48,-4.72,22.2,Less Liquid,Neutral,-1.686,Stable,-5.636,Stable,9.792611856190192,12.464587201678082,Mid-Priced,Strong Negative Trend,4,Active Mid-Cap Stocks
ACGR.US,AMERICAN CENTURY LARGE,68.8,69.2046,68.8,69.2046,1.46,339.0,20700.0,Jun 18,1.46,-0.48,1.84,-2.92,0.86,5.13,14.2,6.44,4.79,21.04,72.28,Very Less Liquid,Outperformer,0.152,Stable,10.32,Moderate Growth,5.828945617610208,9.937937287265354,High-Priced,Moderate Positive Trend,0,Dormant Small-Cap Stocks
ACGX.US,ALLIANCE CREATIVE GROUP,0.02923,0.02923,0.02923,0.02923,1.14,1180.0,34.4914,Jun 18,1.14,0.0,0.79,-3.53,0.79,-6.91,-18.35,-24.66,-24.66,-24.66,0.05,Very Less Liquid,Underperformer,-0.1619999999999999,Stable,-19.848,Moderate Decline,7.074116816197362,3.5692904136121197,Penny Stock,Moderate Negative Trend,0,Dormant Small-Cap Stocks
ACH.US,ACCENDRA HEALTH INC,3.18,3.39,3.07,3.23,2.22,2200000.0,4770000.0,Jun 18,2.22,6.6,0.62,21.9,17.9,-8.24,42.3,2.54,15.4,-56.7,9.55,Highly Liquid,Crashed,9.848,Moderate Growth,-0.940000000000002,Stable,14.603968372873895,15.377857072508109,Low-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
